,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
24,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606
25,101,2,0,4,0,1,1,2,0.595652,0.565217,0.716956,0.324474,855,2493,3348
26,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569
27,516,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855
28,53,1,0,2,0,2,1,1,0.182222,0.186033,0.577778,0.195683,74,1376,1450
29,184,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649
30,186,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665
31,462,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460
32,527,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598
33,222,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780
34,303,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331
35,88,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425
36,273,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202
37,261,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274
38,305,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068
39,108,2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429
40,428,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066
41,136,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,773,3185,3958
42,708,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582
43,540,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458
44,95,2,0,4,0,2,1,2,0.414167,0.39835,0.642083,0.388067,167,1628,1795
45,585,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273
46,62,1,0,3,0,4,1,1,0.198333,0.200133,0.318333,0.225754,123,1562,1685
47,191,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881
48,606,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040
49,418,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773
50,334,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613
51,416,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129
52,232,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191
53,554,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840
54,658,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424
55,315,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368
56,76,1,0,3,0,4,1,1,0.415,0.410333,0.602917,0.209579,424,2320,2744
57,146,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,758,3919,4677
58,22,1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,93,888,981
59,238,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661
60,460,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436
61,681,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852
62,342,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322
63,464,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169
64,691,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146
65,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416
66,625,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333
67,542,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779
68,510,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770
69,110,2,0,4,0,3,1,1,0.595,0.564392,0.614167,0.241925,613,3331,3944
70,490,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296
71,704,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606
72,87,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028
73,445,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
74,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429
75,368,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236
76,494,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728
77,401,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947
78,670,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566
79,47,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115
80,539,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823
81,271,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907
82,623,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009
83,171,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010
84,512,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536
85,693,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910
86,577,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105
87,318,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486
88,493,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273
89,591,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883
90,133,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,692,3413,4105
91,610,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
92,731,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729
93,449,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372
94,543,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442
95,92,2,0,4,0,6,0,2,0.315,0.315637,0.65375,0.197146,898,1354,2252
96,616,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
97,306,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186
98,244,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115
99,422,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389
100,140,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,909,4008,4917
101,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
102,622,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804
103,674,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107
104,350,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577
105,176,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202
106,483,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233
107,195,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084
108,624,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714
109,455,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459
110,55,1,0,2,0,4,1,2,0.295652,0.289191,0.697391,0.250496,100,1707,1807
111,372,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521
112,409,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422
113,219,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785
114,726,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441
115,294,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304
116,128,2,0,5,0,0,0,1,0.528333,0.518933,0.631667,0.0746375,1401,2932,4333
117,472,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370
118,509,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260
119,126,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,894,3714,4608
120,114,2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,1710,2481,4191
121,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424
122,533,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702
123,61,1,0,3,0,3,1,1,0.335,0.320071,0.449583,0.307833,231,1903,2134
124,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708
125,64,1,0,3,0,6,0,2,0.384167,0.378779,0.789167,0.251871,640,1437,2077
126,79,1,0,3,0,0,0,1,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
127,223,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792
128,241,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634
129,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400
130,551,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403
131,221,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602
132,559,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446
133,597,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549
134,662,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466
135,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
136,259,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760
137,618,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227
138,458,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936
139,448,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
140,471,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132
141,199,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458
142,727,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114
143,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
144,534,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978
145,270,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120
146,518,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127
147,252,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544
148,56,1,0,2,0,5,1,2,0.364348,0.350461,0.712174,0.346539,120,1341,1461
149,485,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304
